,w2cog3pl,w2stdchn,w2stdmat,w2stdeng,w2stdtotal,w2a01,w2a03,w2a05,w2a0801,w2a16,w2a17,w2a2001,w2a2002,w2a2003,w2a2004,w2a2005,w2a2006,w2a2101a,w2a2101b,w2a2102a,w2a2102b,w2a2103a,w2a2103b,w2a2104a,w2a2104b,w2a22,w2a23,w2a27,w2a28,w2a29,w2a32,w2b18,w2b19,w2b20,w2b21,w2ba11,w2ba12,w2ba13,w2ba1400,w2ba1401,w2ba1402,w2ba1403,w2ba1404,w2ba1405,w2ba1500,w2ba1501,w2ba1502,w2ba1503,w2ba1504,w2ba1505,w2ba1701,w2ba1702,w2ba1703,w2ba1704,w2ba1705,w2ba1706,w2ba18,w2ba21,w2ba24,w2ba2601,w2ba2602,w2ba2603,w2ba2604,w2ba29,w2ba30,w2ba31,w2ba32,w2bb15,w2bb16,w2bb17,w2bb18,w2bb19,w2bb20,w2bc0201,w2bc0202,w2bc0203,w2bc0204,w2bc0205,w2bd01,w2bd02,w2be02,w2be03,w2be04,w2be06,w2be07,w2be08,w2be09,w2be11,w2be12,w2be13,w2be15,w2be16,w2be17,w2be18,w2be23,w2be24,w2ba09,w2ba10
7677,-0.26921600100000004,0.10378284800000001,-0.009072124,-0.401123575,-0.16548327,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,6.0,2.0,3.0,6.0,3.0,5.0,4.0,5.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,6.0,3.0,5.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,4.0,0.0,1.0,0.0
7681,-0.434058994,-0.71307047,-0.43001327200000006,0.234505888,-0.902880444,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,8.0,2.0,3.0,8.0,3.0,5.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,3.0,1.0,1.0,0.0
7682,0.926596999,1.492433488,0.832810174,0.607707646,0.9689739190000001,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,8.0,2.0,3.0,8.0,4.0,4.0,3.0,6.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,2.0,3.0,3.0,3.0,3.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,3.0,1.0,1.0,1.0
7686,0.6152799729999999,1.247377492,0.53815137,0.7831565540000001,0.8555282,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,8.0,4.0,3.0,8.0,3.0,6.0,4.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,3.0,6.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,3.0,1.0,1.0,0.0
7687,0.5053579810000001,0.512209507,0.580245484,0.914743235,0.760990101,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,8.0,4.0,4.0,8.0,13.0,5.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,10.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,3.0,1.0,1.0,1.0
7688,0.772292018,1.247377492,0.959092518,0.081360922,0.742082481,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,7.0,4.0,2.0,6.0,3.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,7.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,13.0,3.0,1.0,1.0,1.0
7689,0.016852999,-0.468014475,-2.9977542789999996,-0.752021391,0.791538575,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,8.0,4.0,2.0,4.0,8.0,2.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,9.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,1.0,1.0
7690,1.5596289630000002,0.838950834,0.7907160590000001,-0.18181244,0.458468184,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,7.0,2.0,4.0,7.0,3.0,5.0,4.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,2.0,3.0,3.0,3.0,7.0,2.0,5.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,3.0,0.0,1.0,0.0
7691,0.111295,0.593894838,-0.850954421,-0.050225759,-0.27892898899999996,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,7.0,4.0,3.0,7.0,1.0,5.0,2.0,6.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,7.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,1.0,1.0,0.0
7692,0.9993119840000001,0.18546817899999998,-0.387919157,-0.401123575,-0.316744229,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,7.0,3.0,3.0,7.0,3.0,3.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,0.0,2.0,2.0,3.0,2.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,1.0,1.0,1.0,1.0,3.0,1.0,10.0,3.0,0.0,1.0,0.0
7693,-0.423433989,0.593894838,-0.766766191,-0.883608072,-0.6003585260000001,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,7.0,5.0,2.0,7.0,6.0,2.0,2.0,6.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,5.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,10.0,4.0,1.0,1.0,1.0,3.0,2.0,10.0,2.0,0.0,1.0,0.0
7694,0.462828994,0.10378284800000001,0.327680795,0.25680983,0.269391986,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,6.0,2.0,4.0,6.0,13.0,7.0,4.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,7.0,1.0,7.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,3.0,1.0,1.0,0.0
7695,0.286190003,-0.631385138,0.903307293,0.716990385,0.753723336,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,5.0,2.0,2.0,5.0,3.0,4.0,3.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,9.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,3.0,0.0,1.0,0.0
7697,0.125818014,-2.428462437,-2.492624901,0.8047148390000001,-2.472212889,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,5.0,2.0,7.0,10.0,4.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,6.0,10.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,1.0,1.0,1.0
7698,0.383635998,-0.549699806,-0.7246720759999999,-0.795883618,-0.808342344,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,8.0,3.0,4.0,8.0,3.0,4.0,4.0,5.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,2.0,3.0,3.0,9.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,1.0,0.0,0.0
7699,0.349166989,0.67558017,-0.219542698,-0.532710256,-0.18439089,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,7.0,4.0,3.0,7.0,1.0,2.0,3.0,6.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,3.0,1.0,1.0,1.0
7701,0.243071005,0.920636165,-0.766766191,-0.094087986,-0.18439089,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,6.0,2.0,3.0,6.0,1.0,2.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,4.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,8.0,1.0,1.0,1.0,3.0,2.0,10.0,2.0,0.0,1.0,0.0
7702,-0.506488025,1.165692161,0.832810174,0.7392943270000001,0.9500663,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,7.0,2.0,4.0,9.0,4.0,5.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,9.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,3.0,1.0,1.0,0.0
7704,0.353462011,-0.958126465,-0.977236766,0.6292659310000001,0.375570939,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,8.0,7.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,0.0,1.0,0.0
7705,0.5073289870000001,0.430524175,0.916998403,0.169085376,0.571913903,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,4.0,3.0,6.0,1.0,2.0,3.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,6.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,1.0,1.0,1.0,1.0,3.0,2.0,9.0,3.0,1.0,1.0,1.0
7706,0.5606700179999999,0.267153511,0.45396314,0.234505888,-0.27892898899999996,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,10.0,1.0,3.0,6.0,2.0,5.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,2.0,2.0,3.0,3.0,6.0,4.0,7.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,10.0,1.0,1.0,3.0,1.0,3.0,3.0,10.0,1.0,1.0,0.0,0.0
7707,-0.082580999,1.002321497,0.580245484,0.037498695,0.496283424,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,9.0,4.0,3.0,9.0,3.0,5.0,3.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,14.0,3.0,1.0,0.0,0.0
7708,-2.090440035,-2.7552037639999996,-2.324248441,0.848577065,-2.491120509,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,12.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,12.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,14.0,1.0,1.0,0.0,0.0
7709,0.720321,1.5741188190000002,0.748621944,0.914743235,1.082419638,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,7.0,3.0,4.0,7.0,2.0,3.0,3.0,6.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,8.0,1.0,7.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,3.0,1.0,1.0,1.0
7715,-0.40500500799999994,0.67558017,-0.17744858300000002,-0.795883618,-0.27892898899999996,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,7.0,2.0,3.0,5.0,2.0,5.0,3.0,6.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,7.0,1.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,10.0,1.0,1.0,3.0,1.0,3.0,3.0,10.0,3.0,0.0,1.0,1.0
7717,-0.9481170179999999,-4.143854404,-2.240060211,-2.111750427,-2.888180525,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,4.0,2.0,5.0,8.0,2.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,8.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,10.0,1.0,1.0,1.0,1.0,3.0,6.0,10.0,3.0,0.0,0.0,0.0
7721,0.27414301,-0.14127314800000002,-2.1979660969999997,0.716990385,0.772630956,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,6.0,4.0,3.0,6.0,9.0,4.0,3.0,6.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,6.0,9.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,1.0,1.0,0.0
7724,-0.467812985,1.084006829,-0.135354468,0.34453428399999997,0.326114845,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,6.0,1.0,3.0,6.0,4.0,2.0,3.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0,3.0,2.0,6.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,2.0,0.0,0.0,0.0
7727,-0.24874100100000002,-0.30464381100000004,0.033021991,0.212947603,0.023592928,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,9.0,5.0,4.0,9.0,9.0,4.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,9.0,9.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,1.0,1.0,0.0
7729,0.38392099700000004,0.593894838,0.24349256600000002,0.7392943270000001,0.553006283,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,9.0,4.0,3.0,9.0,2.0,5.0,3.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,9.0,1.0,7.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,3.0,1.0,1.0,0.0
7731,-0.08852899800000001,0.34883884299999995,0.11721022099999999,0.563845419,0.363930085,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,7.0,2.0,3.0,7.0,5.0,5.0,3.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,0.0,0.0,0.0
7733,-0.456425011,0.12149712900000001,0.39817791399999997,0.015194753,0.33775570000000005,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,9.0,2.0,2.0,9.0,1.0,6.0,2.0,6.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,6.0,2.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,3.0,1.0,0.0,0.0
